id,позиция,категория,стоимость,описание,ссылка_на_картинку,category_slug,category_title,brand_slug,brand,model_slug,model,time,badge,page_url
telefony-apple-iphone-11-pro-max-программный-ремонт-21,Программный ремонт,Телефоны,890 ₽,Apple iPhone 11 Pro Max: 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro-max,iPhone 11 Pro Max,30 мин,,remont/telefony/apple/iphone-11-pro-max/
telefony-apple-iphone-11-pro-max-сброс-пароля-22,Сброс пароля,Телефоны,890 ₽,Apple iPhone 11 Pro Max: 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro-max,iPhone 11 Pro Max,30 мин,,remont/telefony/apple/iphone-11-pro-max/
telefony-apple-iphone-11-pro-max-ремонт-материнской-платы-23,Ремонт материнской платы,Телефоны,Цена по запросу,Apple iPhone 11 Pro Max: 90 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro-max,iPhone 11 Pro Max,90 мин,,remont/telefony/apple/iphone-11-pro-max/
telefony-apple-iphone-11-pro-max-ремонт-face-id-24,Ремонт FACE ID,Телефоны,Цена по запросу,Apple iPhone 11 Pro Max: 90 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro-max,iPhone 11 Pro Max,90 мин,,remont/telefony/apple/iphone-11-pro-max/
telefony-apple-iphone-11-pro-диагностика-1,Диагностика,Телефоны,Бесплатно,Apple iPhone 11 Pro: срок уточняется мастером,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-аккумулятора-2,Замена аккумулятора,Телефоны,1 390 ₽,Apple iPhone 11 Pro: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 20 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-стекла-3,Замена стекла,Телефоны,3 590 ₽,Apple iPhone 11 Pro: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 20 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-экрана-4,Замена экрана,Телефоны,4 490 ₽,Apple iPhone 11 Pro: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 20 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-гидрогелевая-защита-5,Гидрогелевая защита,Телефоны,990 ₽,Apple iPhone 11 Pro: от 10 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 10 мин,ХИТ,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-задней-крышки-6,Замена задней крышки,Телефоны,2 990 ₽,Apple iPhone 11 Pro: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 20 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-чистка-динамика-микрофонов-от-пыли-7,"Чистка динамика, микрофонов от пыли",Телефоны,590 ₽,Apple iPhone 11 Pro: от 10 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 10 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-корпуса-8,Замена корпуса,Телефоны,2 990 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-разъема-зарядки-9,Замена разъема зарядки,Телефоны,1 590 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-динамика-10,Замена динамика,Телефоны,1 390 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-микрофона-11,Замена микрофона,Телефоны,1 590 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-задней-камеры-12,Замена задней камеры,Телефоны,2 190 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-восстановление-после-попадания-влаги-13,Восстановление после попадания влаги,Телефоны,от 4 990 ₽,Apple iPhone 11 Pro: от 60 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 60 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-стекла-камеры-14,Замена стекла камеры,Телефоны,1 590 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-обновление-по-15,Обновление ПО,Телефоны,890 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-перенос-данных-16,Перенос данных,Телефоны,890 ₽,Apple iPhone 11 Pro: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 20 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-активация-и-настройка-apple-id-17,Активация и настройка Apple ID,Телефоны,690 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-передней-камеры-18,Замена передней камеры,Телефоны,1 490 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-кнопок-громкости-19,Замена кнопок громкости,Телефоны,1 590 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-замена-кнопки-включения-20,Замена кнопки включения,Телефоны,1 590 ₽,Apple iPhone 11 Pro: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,от 30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-программный-ремонт-21,Программный ремонт,Телефоны,890 ₽,Apple iPhone 11 Pro: 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-сброс-пароля-22,Сброс пароля,Телефоны,890 ₽,Apple iPhone 11 Pro: 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,30 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-ремонт-материнской-платы-23,Ремонт материнской платы,Телефоны,Цена по запросу,Apple iPhone 11 Pro: 90 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,90 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-pro-ремонт-face-id-24,Ремонт FACE ID,Телефоны,Цена по запросу,Apple iPhone 11 Pro: 90 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11-pro,iPhone 11 Pro,90 мин,,remont/telefony/apple/iphone-11-pro/
telefony-apple-iphone-11-диагностика-1,Диагностика,Телефоны,Бесплатно,Apple iPhone 11: срок уточняется мастером,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-аккумулятора-2,Замена аккумулятора,Телефоны,1 390 ₽,Apple iPhone 11: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 20 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-стекла-3,Замена стекла,Телефоны,3 590 ₽,Apple iPhone 11: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 20 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-экрана-4,Замена экрана,Телефоны,4 490 ₽,Apple iPhone 11: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 20 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-гидрогелевая-защита-5,Гидрогелевая защита,Телефоны,990 ₽,Apple iPhone 11: от 10 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 10 мин,ХИТ,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-задней-крышки-6,Замена задней крышки,Телефоны,2 990 ₽,Apple iPhone 11: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 20 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-чистка-динамика-микрофонов-от-пыли-7,"Чистка динамика, микрофонов от пыли",Телефоны,590 ₽,Apple iPhone 11: от 10 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 10 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-корпуса-8,Замена корпуса,Телефоны,2 990 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-разъема-зарядки-9,Замена разъема зарядки,Телефоны,1 590 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-динамика-10,Замена динамика,Телефоны,1 390 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-микрофона-11,Замена микрофона,Телефоны,1 590 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-задней-камеры-12,Замена задней камеры,Телефоны,2 190 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-восстановление-после-попадания-влаги-13,Восстановление после попадания влаги,Телефоны,от 4 990 ₽,Apple iPhone 11: от 60 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 60 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-стекла-камеры-14,Замена стекла камеры,Телефоны,1 590 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-обновление-по-15,Обновление ПО,Телефоны,890 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-перенос-данных-16,Перенос данных,Телефоны,890 ₽,Apple iPhone 11: от 20 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 20 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-активация-и-настройка-apple-id-17,Активация и настройка Apple ID,Телефоны,690 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
telefony-apple-iphone-11-замена-передней-камеры-18,Замена передней камеры,Телефоны,1 490 ₽,Apple iPhone 11: от 30 мин,https://xn--101-eddot8cge.xn--p1ai/%D0%9A%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BA%D0%B8%20%D1%83%D1%81%D1%82%D1%80%D0%BE%D0%B9%D1%81%D1%82%D0%B2/%D0%A2%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD.png,telefony,Ремонт телефонов,apple,Apple,iphone-11,iPhone 11,от 30 мин,,remont/telefony/apple/iphone-11/
